time,fps
1773140838.290542,2.4597614192627466
1773140839.360433,2.554314218776929
1773140839.6537516,3.972164663365924
1773140839.9515574,3.521816635305122
1773140840.2887487,3.17942995755003
1773140840.616409,3.291601922394769
1773140840.9739122,3.445347475155703
1773140841.3077548,3.304566100319481
1773140841.6311123,3.295416528843804
1773140841.9658341,3.1552228543745264
1773140842.2977612,3.1924130503449826
1773140842.6252337,3.24553384543124
1773140842.9435477,3.338356157841703
1773140843.2705305,3.479248788904373
1773140843.6081574,3.3854053918802975
1773140843.9363198,3.308556977362402
1773140844.2652223,3.197823746656786
1773140844.5818522,3.3335537526386734
1773140844.903738,3.295631444048257
1773140845.2401066,3.1263353418743534
1773140845.5622587,3.2749629504699707
1773140845.882208,3.3018242161884723
1773140846.2197356,3.1254361060812674
1773140846.5366397,3.343630821035446
1773140846.868067,3.1772334468590544
1773140847.1988814,3.1801965604201134
1773140847.5286846,3.2422121817640717
1773140847.8505423,3.3052067022905454
1773140848.182605,3.179663756355645
1773140848.5051773,3.2892142139590907
1773140848.820751,3.350361371871146
1773140849.1614954,3.1285880304750426
1773140849.4773264,3.3456471451589747
1773140849.8002896,3.2781804212867764
1773140850.1331832,3.1630703238179128
1773140850.4501984,3.325590043299311
1773140850.7810018,3.2092699401806057
1773140851.1222587,3.0983884967552013
1773140851.4415967,3.305701646189458
1773140851.776359,3.1561986891512595
1773140852.1027415,3.2609005621808045
1773140852.421011,3.3235925478950126
1773140852.741625,3.3684995040778056
1773140853.08616,3.0573848643447583
1773140853.4146597,3.206298995906417
1773140853.7482576,3.209127523351329
1773140854.0776904,3.201492394907599
1773140854.3954344,3.355768038346112
1773140854.7155645,3.2958904152646658
1773140855.0380633,3.2686972060665243
1773140855.3697884,3.1910723401859573
1773140855.6871698,3.3361734620830084
1773140856.0127892,3.2434281648971135
1773140856.350563,3.132097113362646
1773140856.6795325,3.218210960920062
1773140856.990845,3.4203254047988727
1773140857.3427963,3.024715921588084
1773140857.6897142,3.048303459362897
1773140858.0282094,3.129881410419048
1773140858.3600338,3.210957805070557
1773140858.6884534,3.2257475054950633
1773140859.005668,3.3233055064306134
1773140859.3532622,3.0526807639736995
1773140859.6995194,3.0656486585652867
1773140860.0380447,3.1248586316286677
1773140860.3773732,3.157819290061646
1773140860.7050614,3.257180576372009
1773140861.0320354,3.2495620691872578
1773140861.3650215,3.1907810304547635
1773140861.692131,3.265259348988419
1773140862.0261,3.188605173771708
1773140862.3687663,3.08819341262607
1773140862.7088647,3.1305495306008817
1773140863.0506325,3.119831062309534
1773140863.3865104,3.1843856456416786
1773140863.7118573,3.2705680348149113
1773140864.0491922,3.20520376098891
1773140864.4035356,3.054219016924419
1773140864.7356687,3.209441839395683
1773140865.0519278,3.373172595160162
1773140865.4035647,3.0046513560425723
1773140865.7147138,3.41572945865345
1773140866.0481482,3.181866043590074
1773140866.3826003,3.155180130877075
1773140866.7068167,3.2558986568256745
1773140867.011413,3.4683447585813396
1773140867.3493917,3.1169237285931386
1773140867.6939623,3.0931719159756574
1773140868.0176094,3.2866264996987087
1773140868.3396363,3.275904244933026
1773140868.6436744,3.4020982140684493
1773140868.9657414,3.375121508442825
1773140869.2871368,3.285398503896918
1773140869.6110528,3.258207851447677
1773140869.9586697,3.0718680056716314
1773140870.315559,3.0178062124600316
1773140870.8050356,2.1240983111755734
1773140871.138295,3.2399280995112654
1773140871.4380546,3.4706033728774712
1773140871.7460277,3.525013257761989
1773140872.0473514,3.5243734691219535
1773140872.3536913,3.451283975485646
1773140872.6597896,3.4648750414077907
1773140872.9852595,3.2324697083897855
1773140873.297427,3.4059687021146496
1773140873.603402,3.4551761690854166
1773140873.9040577,3.562979637951393
1773140874.2315292,3.2248422486762114
1773140874.562668,3.1230693510905008
1773140874.8620672,3.5708785904139844
1773140875.1768131,3.357656567209104
1773140875.4778488,3.5285273462080755
1773140875.7852821,3.482608562079184
